Index,Flag,L1,L2,L1_02
5563_RNA,1,B cell,Naive B,B cell_RNA
5564_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5566_RNA,1,T cell,MAIT,T cell_RNA
5568_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5569_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5570_RNA,1,T cell,CD8 Effector_1,T cell_RNA
5571_RNA,1,T cell,CD4 Memory,T cell_RNA
5572_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
5574_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5576_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5577_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5578_RNA,1,T cell,CD4 Naive,T cell_RNA
5579_RNA,1,T cell,CD4 Naive,T cell_RNA
5580_RNA,1,B cell,Memory B,B cell_RNA
5581_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5583_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5585_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5586_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5587_RNA,1,T cell,CD4 Naive,T cell_RNA
5588_RNA,1,T cell,CD8 Naive,T cell_RNA
5592_RNA,1,T cell,CD4 Naive,T cell_RNA
5593_RNA,1,T cell,CD8 Naive,T cell_RNA
5594_RNA,1,T cell,CD4 Naive,T cell_RNA
5595_RNA,1,T cell,CD4 Memory,T cell_RNA
5596_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5597_RNA,1,T cell,Treg,T cell_RNA
5599_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5603_RNA,1,T cell,CD4 Naive,T cell_RNA
5605_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5608_RNA,1,B cell,Naive B,B cell_RNA
5610_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5611_RNA,1,T cell,CD4 Memory,T cell_RNA
5613_RNA,1,T cell,gdT,T cell_RNA
5614_RNA,1,T cell,CD4 Memory,T cell_RNA
5616_RNA,1,T cell,CD4 Naive,T cell_RNA
5618_RNA,1,T cell,CD4 Naive,T cell_RNA
5619_RNA,1,T cell,CD8 Naive,T cell_RNA
5620_RNA,1,B cell,Naive B,B cell_RNA
5622_RNA,1,T cell,CD8 Naive,T cell_RNA
5623_RNA,1,T cell,CD4 Naive,T cell_RNA
5629_RNA,1,T cell,CD4 Memory,T cell_RNA
5632_RNA,1,T cell,CD4 Naive,T cell_RNA
5633_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5635_RNA,1,B cell,Plasmablast,B cell_RNA
5637_RNA,1,T cell,CD8 Memory_1,T cell_RNA
5638_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5640_RNA,1,T cell,CD8 Effector_1,T cell_RNA
5641_RNA,1,T cell,CD4 Naive,T cell_RNA
5642_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
5645_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5646_RNA,1,B cell,Naive B,B cell_RNA
5648_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5650_RNA,1,T cell,CD4 Memory,T cell_RNA
5653_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5654_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5655_RNA,1,T cell,CD8 Memory_2,T cell_RNA
5656_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5659_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
5661_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5663_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
5673_RNA,1,T cell,CD4 Naive,T cell_RNA
5674_RNA,1,T cell,MAIT,T cell_RNA
5675_RNA,1,NK,NK,NK_RNA
5679_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5680_RNA,1,T cell,CD8 Naive,T cell_RNA
5681_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5684_RNA,1,T cell,CD8 Naive,T cell_RNA
5687_RNA,1,T cell,CD4 Naive,T cell_RNA
5688_RNA,1,T cell,CD8 Effector_2,T cell_RNA
5689_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5690_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5692_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5693_RNA,1,T cell,CD4 Naive,T cell_RNA
5694_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5695_RNA,1,T cell,CD4 Naive,T cell_RNA
5696_RNA,1,B cell,Memory B,B cell_RNA
5697_RNA,1,T cell,Treg,T cell_RNA
5698_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
5699_RNA,1,T cell,MAIT,T cell_RNA
5701_RNA,1,T cell,CD4 Naive,T cell_RNA
5703_RNA,1,B cell,Memory B,B cell_RNA
5705_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5707_RNA,1,T cell,CD4 Memory,T cell_RNA
5708_RNA,1,B cell,Naive B,B cell_RNA
5711_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5712_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5713_RNA,1,T cell,CD4 Naive,T cell_RNA
5715_RNA,1,T cell,CD4 Naive,T cell_RNA
5717_RNA,1,T cell,CD4 Memory,T cell_RNA
5719_RNA,1,T cell,CD8 Memory_2,T cell_RNA
5723_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5726_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5733_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5735_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5739_RNA,1,B cell,Memory B,B cell_RNA
5741_RNA,1,B cell,Naive B,B cell_RNA
5743_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5744_RNA,1,T cell,CD4 Memory,T cell_RNA
5745_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5747_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5748_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5749_RNA,1,B cell,Memory B,B cell_RNA
5752_RNA,1,T cell,CD8 Naive,T cell_RNA
5754_RNA,1,B cell,Memory B,B cell_RNA
5757_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5758_RNA,1,T cell,CD8 Naive,T cell_RNA
5760_RNA,1,B cell,Plasmablast,B cell_RNA
5761_RNA,1,T cell,CD8 Naive,T cell_RNA
5763_RNA,1,B cell,Memory B,B cell_RNA
5767_RNA,1,T cell,CD8 Naive,T cell_RNA
5772_RNA,1,T cell,CD4 Naive,T cell_RNA
5775_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5778_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5779_RNA,1,T cell,CD4 Naive,T cell_RNA
5782_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5786_RNA,1,T cell,CD8 Naive,T cell_RNA
5787_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5793_RNA,1,T cell,CD4 Naive,T cell_RNA
5796_RNA,1,B cell,Naive B,B cell_RNA
5799_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
5800_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5802_RNA,1,T cell,CD4 Naive,T cell_RNA
5804_RNA,1,T cell,CD8 Naive,T cell_RNA
5807_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5808_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5809_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5812_RNA,1,T cell,CD8 Effector_2,T cell_RNA
5815_RNA,1,T cell,CD4 Memory,T cell_RNA
5817_RNA,1,T cell,CD4 Naive,T cell_RNA
5818_RNA,1,T cell,CD4 Memory,T cell_RNA
5826_RNA,1,T cell,CD4 Naive,T cell_RNA
5828_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
5832_RNA,1,B cell,Memory B,B cell_RNA
5834_RNA,1,T cell,CD4 Naive,T cell_RNA
5835_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5836_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5837_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5838_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
5839_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5840_RNA,1,T cell,CD8 Naive,T cell_RNA
5841_RNA,1,T cell,CD8 Naive,T cell_RNA
5844_RNA,1,B cell,Plasmablast,B cell_RNA
5846_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5849_RNA,1,NK,NK,NK_RNA
5851_RNA,1,T cell,CD4 Naive,T cell_RNA
5855_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
5856_RNA,1,T cell,CD8 Naive,T cell_RNA
5857_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5858_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5860_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5862_RNA,1,T cell,CD4 Naive,T cell_RNA
5867_RNA,1,B cell,Naive B,B cell_RNA
5869_RNA,1,NK,NK,NK_RNA
5870_RNA,1,B cell,Naive B,B cell_RNA
5873_RNA,1,B cell,Naive B,B cell_RNA
5875_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5877_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5878_RNA,1,T cell,CD8 Memory_1,T cell_RNA
5881_RNA,1,B cell,Memory B,B cell_RNA
5882_RNA,1,T cell,CD4 Naive,T cell_RNA
5883_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5884_RNA,1,T cell,CD4 Naive,T cell_RNA
5885_RNA,1,T cell,CD4 Naive,T cell_RNA
5886_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5888_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5889_RNA,1,T cell,CD4 Naive,T cell_RNA
5891_RNA,1,T cell,CD4 Memory,T cell_RNA
5892_RNA,1,T cell,CD8 Naive,T cell_RNA
5896_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
5900_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5902_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5904_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5905_RNA,1,B cell,Naive B,B cell_RNA
5906_RNA,1,T cell,CD8 Effector_1,T cell_RNA
5909_RNA,1,T cell,CD8 Naive,T cell_RNA
5913_RNA,1,B cell,Naive B,B cell_RNA
5916_RNA,1,NK,NK,NK_RNA
5917_RNA,1,B cell,Memory B,B cell_RNA
5919_RNA,1,T cell,CD8 Naive,T cell_RNA
5920_RNA,1,T cell,CD8 Naive,T cell_RNA
5921_RNA,1,B cell,Plasmablast,B cell_RNA
5922_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
5925_RNA,1,B cell,Naive B,B cell_RNA
5929_RNA,1,T cell,CD4 Naive,T cell_RNA
5930_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5935_RNA,1,T cell,CD8 Naive,T cell_RNA
5936_RNA,1,T cell,CD4 Naive,T cell_RNA
5941_RNA,1,T cell,CD4 Naive,T cell_RNA
5942_RNA,1,T cell,CD8 Naive,T cell_RNA
5943_RNA,1,T cell,CD4 Memory,T cell_RNA
5949_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5950_RNA,1,T cell,CD8 Effector_1,T cell_RNA
5953_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5955_RNA,1,NK,NK,NK_RNA
5959_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5962_RNA,1,T cell,CD8 Naive,T cell_RNA
5963_RNA,1,B cell,Memory B,B cell_RNA
5964_RNA,1,T cell,CD4 Memory,T cell_RNA
5965_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5966_RNA,1,T cell,CD4 Naive,T cell_RNA
5970_RNA,1,B cell,Naive B,B cell_RNA
5974_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
5976_RNA,1,T cell,CD8 Naive,T cell_RNA
5977_RNA,1,B cell,Memory B,B cell_RNA
5979_RNA,1,T cell,CD4 Memory,T cell_RNA
5981_RNA,1,T cell,CD8 Effector_2,T cell_RNA
5986_RNA,1,T cell,CD4 Naive,T cell_RNA
5987_RNA,1,T cell,CD4 Memory,T cell_RNA
5988_RNA,1,T cell,CD8 Naive,T cell_RNA
5990_RNA,1,T cell,CD4 Naive,T cell_RNA
5992_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
5993_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5995_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5996_RNA,1,B cell,Memory B,B cell_RNA
5997_RNA,1,T cell,CD4 Naive,T cell_RNA
5998_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
5999_RNA,1,T cell,CD4 Naive,T cell_RNA
6000_RNA,1,T cell,CD8 Naive,T cell_RNA
6004_RNA,1,T cell,CD8 Naive,T cell_RNA
6007_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6009_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6012_RNA,1,B cell,Naive B,B cell_RNA
6013_RNA,1,T cell,CD8 Naive,T cell_RNA
6014_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6018_RNA,1,NK,CD56 bright NK,NK_RNA
6021_RNA,1,B cell,Naive B,B cell_RNA
6025_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6027_RNA,1,NK,NK,NK_RNA
6028_RNA,1,T cell,CD4 Memory,T cell_RNA
6031_RNA,1,NK,NK,NK_RNA
6032_RNA,1,T cell,CD8 Naive,T cell_RNA
6036_RNA,1,T cell,CD4 Naive,T cell_RNA
6041_RNA,1,NK,NK,NK_RNA
6043_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6044_RNA,1,T cell,CD8 Naive,T cell_RNA
6046_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6051_RNA,1,T cell,CD8 Naive,T cell_RNA
6052_RNA,1,NK,NK,NK_RNA
6054_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6055_RNA,1,T cell,CD4 Memory,T cell_RNA
6057_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6060_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
6062_RNA,1,T cell,CD4 Memory,T cell_RNA
6065_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
6066_RNA,1,T cell,CD8 Naive,T cell_RNA
6071_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
6073_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6074_RNA,1,T cell,CD4 Naive,T cell_RNA
6075_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6078_RNA,1,T cell,CD4 Naive,T cell_RNA
6079_RNA,1,T cell,CD4 Naive,T cell_RNA
6080_RNA,1,T cell,CD4 Naive,T cell_RNA
6087_RNA,1,T cell,CD8 Naive,T cell_RNA
6088_RNA,1,B cell,Memory B,B cell_RNA
6089_RNA,1,T cell,CD8 Naive,T cell_RNA
6091_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6092_RNA,1,B cell,Naive B,B cell_RNA
6095_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6097_RNA,1,T cell,CD8 Naive,T cell_RNA
6098_RNA,1,T cell,CD4 Memory,T cell_RNA
6104_RNA,1,NK,NK,NK_RNA
6105_RNA,1,T cell,MAIT,T cell_RNA
6106_RNA,1,T cell,CD8 Naive,T cell_RNA
6109_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6110_RNA,1,T cell,CD4 Naive,T cell_RNA
6111_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6114_RNA,1,B cell,Memory B,B cell_RNA
6115_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6116_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6117_RNA,1,T cell,MAIT,T cell_RNA
6118_RNA,1,T cell,CD4 Naive,T cell_RNA
6119_RNA,1,NK,NK,NK_RNA
6121_RNA,1,T cell,CD8 Naive,T cell_RNA
6124_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6125_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6126_RNA,1,T cell,CD4 Naive,T cell_RNA
6128_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6129_RNA,1,T cell,CD8 Naive,T cell_RNA
6130_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6132_RNA,1,T cell,CD4 Naive,T cell_RNA
6134_RNA,1,T cell,CD4 Memory,T cell_RNA
6135_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6136_RNA,1,NK,NK,NK_RNA
6138_RNA,1,T cell,CD4 Naive,T cell_RNA
6140_RNA,1,B cell,Memory B,B cell_RNA
6142_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6143_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6145_RNA,1,T cell,CD8 Naive,T cell_RNA
6148_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6150_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6151_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6152_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6154_RNA,1,T cell,CD4 Naive,T cell_RNA
6155_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6157_RNA,1,T cell,CD4 Memory,T cell_RNA
6158_RNA,1,NK,NK,NK_RNA
6160_RNA,1,B cell,Memory B,B cell_RNA
6163_RNA,1,T cell,CD4 Naive,T cell_RNA
6165_RNA,1,T cell,CD4 Memory,T cell_RNA
6167_RNA,1,T cell,CD8 Naive,T cell_RNA
6168_RNA,1,B cell,Naive B,B cell_RNA
6170_RNA,1,B cell,Naive B,B cell_RNA
6171_RNA,1,B cell,Naive B,B cell_RNA
6172_RNA,1,B cell,Memory B,B cell_RNA
6174_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6178_RNA,1,T cell,CD8 Naive,T cell_RNA
6179_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6180_RNA,1,T cell,CD4 Naive,T cell_RNA
6181_RNA,1,B cell,Naive B,B cell_RNA
6182_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6183_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6185_RNA,1,T cell,CD4 Naive,T cell_RNA
6187_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6188_RNA,1,B cell,Naive B,B cell_RNA
6191_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6193_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6194_RNA,1,T cell,CD8 Naive,T cell_RNA
6195_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6197_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6198_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6199_RNA,1,T cell,MAIT,T cell_RNA
6200_RNA,1,T cell,CD8 Naive,T cell_RNA
6201_RNA,1,B cell,Memory B,B cell_RNA
6203_RNA,1,T cell,CD4 Naive,T cell_RNA
6204_RNA,1,T cell,MAIT,T cell_RNA
6207_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6208_RNA,1,T cell,CD4 Naive,T cell_RNA
6210_RNA,1,B cell,Memory B,B cell_RNA
6212_RNA,1,NK,NK,NK_RNA
6215_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6216_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6217_RNA,1,T cell,Treg,T cell_RNA
6218_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6220_RNA,1,B cell,Memory B,B cell_RNA
6223_RNA,1,T cell,CD4 Memory,T cell_RNA
6226_RNA,1,T cell,Treg,T cell_RNA
6227_RNA,1,T cell,CD8 Naive,T cell_RNA
6228_RNA,1,T cell,CD4 Naive,T cell_RNA
6232_RNA,1,NK,NK,NK_RNA
6233_RNA,1,T cell,CD4 Naive,T cell_RNA
6234_RNA,1,T cell,CD8 Naive,T cell_RNA
6237_RNA,1,T cell,CD8 Naive,T cell_RNA
6239_RNA,1,T cell,CD8 Naive,T cell_RNA
6240_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6241_RNA,1,B cell,Memory B,B cell_RNA
6242_RNA,1,T cell,CD4 Memory,T cell_RNA
6243_RNA,1,T cell,CD4 Memory,T cell_RNA
6246_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6248_RNA,1,T cell,CD4 Memory,T cell_RNA
6250_RNA,1,T cell,CD8 Naive,T cell_RNA
6252_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6253_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6255_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6256_RNA,1,T cell,CD4 Naive,T cell_RNA
6258_RNA,1,T cell,CD8 Naive,T cell_RNA
6259_RNA,1,B cell,Naive B,B cell_RNA
6264_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6265_RNA,1,T cell,CD8 Naive,T cell_RNA
6266_RNA,1,T cell,CD8 Naive,T cell_RNA
6267_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6268_RNA,1,B cell,Plasmablast,B cell_RNA
6270_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6273_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6274_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6275_RNA,1,T cell,CD8 Naive,T cell_RNA
6276_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6277_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
6280_RNA,1,T cell,CD4 Naive,T cell_RNA
6283_RNA,1,T cell,CD8 Naive,T cell_RNA
6285_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6290_RNA,1,T cell,CD8 Naive,T cell_RNA
6291_RNA,1,B cell,Memory B,B cell_RNA
6292_RNA,1,B cell,Plasmablast,B cell_RNA
6293_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6294_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6296_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6302_RNA,1,B cell,Memory B,B cell_RNA
6306_RNA,1,T cell,CD4 Naive,T cell_RNA
6313_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6314_RNA,1,T cell,CD4 Naive,T cell_RNA
6315_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6319_RNA,1,T cell,CD4 Naive,T cell_RNA
6320_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6322_RNA,1,T cell,MAIT,T cell_RNA
6323_RNA,1,T cell,CD4 Naive,T cell_RNA
6325_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6326_RNA,1,T cell,CD4 Naive,T cell_RNA
6327_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6328_RNA,1,T cell,CD8 Naive,T cell_RNA
6333_RNA,1,B cell,Naive B,B cell_RNA
6334_RNA,1,T cell,CD4 Memory,T cell_RNA
6335_RNA,1,B cell,Memory B,B cell_RNA
6336_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6337_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6338_RNA,1,T cell,CD8 Naive,T cell_RNA
6339_RNA,1,T cell,CD4 Memory,T cell_RNA
6340_RNA,1,T cell,Treg,T cell_RNA
6342_RNA,1,T cell,CD4 Naive,T cell_RNA
6343_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6344_RNA,1,T cell,CD4 Naive,T cell_RNA
6346_RNA,1,B cell,Memory B,B cell_RNA
6347_RNA,1,B cell,Memory B,B cell_RNA
6349_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6355_RNA,1,T cell,CD8 Naive,T cell_RNA
6356_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
6359_RNA,1,T cell,CD4 Memory,T cell_RNA
6360_RNA,1,B cell,Memory B,B cell_RNA
6362_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6363_RNA,1,T cell,CD4 Naive,T cell_RNA
6365_RNA,1,T cell,CD8 Naive,T cell_RNA
6366_RNA,1,T cell,CD8 Naive,T cell_RNA
6367_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6369_RNA,1,B cell,Memory B,B cell_RNA
6372_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6374_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6377_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6378_RNA,1,T cell,CD4 Naive,T cell_RNA
6379_RNA,1,T cell,MAIT,T cell_RNA
6380_RNA,1,T cell,CD8 Naive,T cell_RNA
6386_RNA,1,NK,NK,NK_RNA
6387_RNA,1,T cell,CD8 Naive,T cell_RNA
6389_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6390_RNA,1,T cell,CD4 Memory,T cell_RNA
6391_RNA,1,T cell,CD4 Naive,T cell_RNA
6392_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6394_RNA,1,T cell,CD8 Naive,T cell_RNA
6395_RNA,1,T cell,CD4 Memory,T cell_RNA
6396_RNA,1,T cell,CD8 Naive,T cell_RNA
6397_RNA,1,T cell,CD8 Naive,T cell_RNA
6398_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6399_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6402_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6405_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6406_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6407_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
6412_RNA,1,B cell,Plasmablast,B cell_RNA
6413_RNA,1,T cell,CD4 Memory,T cell_RNA
6414_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6416_RNA,1,B cell,Memory B,B cell_RNA
6417_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6418_RNA,1,T cell,CD4 Naive,T cell_RNA
6421_RNA,1,NK,NK,NK_RNA
6422_RNA,1,B cell,Memory B,B cell_RNA
6423_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6424_RNA,1,T cell,CD4 Naive,T cell_RNA
6426_RNA,1,B cell,Naive B,B cell_RNA
6427_RNA,1,T cell,MAIT,T cell_RNA
6433_RNA,1,T cell,CD4 Naive,T cell_RNA
6434_RNA,1,T cell,CD4 Naive,T cell_RNA
6435_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6436_RNA,1,T cell,CD4 Naive,T cell_RNA
6439_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6440_RNA,1,B cell,Naive B,B cell_RNA
6441_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6443_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6444_RNA,1,T cell,CD4 Naive,T cell_RNA
6446_RNA,1,T cell,CD4 Memory,T cell_RNA
6447_RNA,1,T cell,CD4 Memory,T cell_RNA
6449_RNA,1,T cell,CD4 Memory,T cell_RNA
