Index,cell_type_00,cell_type_01,cell_type,cell_type_02
2423_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2424_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2425_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2426_RNA,NK,NK_RNA,NK,NK_RNA
2427_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2428_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2429_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2430_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2431_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2432_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2433_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2434_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2435_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2436_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2437_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2438_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2439_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2440_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2441_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2442_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2443_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2444_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2445_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2446_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2447_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2448_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2449_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2450_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2451_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2452_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2453_RNA,Treg,Treg_RNA,CD4,CD4_RNA
2454_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2455_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2456_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2457_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2458_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2459_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2460_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2461_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2462_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2463_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2464_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2465_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2466_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2467_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2468_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2469_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2470_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2471_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2472_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2473_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2474_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2475_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2476_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2477_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2478_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2479_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2480_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2481_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2482_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2483_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2484_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2485_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2486_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2487_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2488_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2489_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2490_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2491_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2492_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2493_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2494_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2495_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2496_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2497_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2498_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2499_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2500_RNA,NK,NK_RNA,NK,NK_RNA
2501_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2502_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2503_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2504_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2505_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2506_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2507_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2508_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2509_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2510_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2511_RNA,NK,NK_RNA,NK,NK_RNA
2512_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2513_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2514_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2515_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2516_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2517_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2518_RNA,NK,NK_RNA,NK,NK_RNA
2519_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2520_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2521_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2522_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2523_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2524_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2525_RNA,NK,NK_RNA,NK,NK_RNA
2526_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2527_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2528_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2529_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2530_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2531_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2532_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2533_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2534_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2535_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2536_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2537_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2538_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2539_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2540_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2541_RNA,NK,NK_RNA,NK,NK_RNA
2542_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2543_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2544_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2545_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2546_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2547_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2548_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2549_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2550_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2551_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2552_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2553_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2554_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2555_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2556_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2557_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2558_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2559_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2560_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2561_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2562_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2563_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2564_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2565_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2566_RNA,Plasma,Plasma_RNA,B Cells,B Cells_RNA
2567_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2568_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2569_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2570_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2571_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2572_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2573_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2574_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2575_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2576_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2577_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2578_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2579_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2580_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2581_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2582_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2583_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2584_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2585_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2586_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2587_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2588_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2589_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2590_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2591_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2592_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2593_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2594_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2595_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2596_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2597_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2598_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2599_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2600_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2601_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2602_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2603_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2604_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2605_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2606_RNA,NK,NK_RNA,NK,NK_RNA
2607_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2608_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2609_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2610_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2611_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2612_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2613_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2614_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2615_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2616_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2617_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2618_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2619_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2620_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2621_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2622_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2623_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2624_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2625_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2626_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2627_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2628_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2629_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2630_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2631_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2632_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2633_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2634_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2635_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2636_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2637_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2638_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2639_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2640_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2641_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2642_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2643_RNA,NK,NK_RNA,NK,NK_RNA
2644_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2645_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2646_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2647_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2648_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2649_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2650_RNA,NK,NK_RNA,NK,NK_RNA
2651_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2652_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2653_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2654_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2655_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2656_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2657_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2658_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2659_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2660_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2661_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2662_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2663_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2664_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2665_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2666_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2667_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2668_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2669_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2670_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2671_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2672_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2673_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2674_RNA,NK,NK_RNA,NK,NK_RNA
2675_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2676_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2677_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2678_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2679_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2680_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2681_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2682_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2683_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2684_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2685_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2686_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2687_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2688_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2689_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2690_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2691_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2692_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2693_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2694_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2695_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2696_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2697_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2698_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2699_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2700_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2701_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2702_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2703_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2704_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2705_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2706_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2707_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2708_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2709_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2710_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2711_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2712_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2713_RNA,NK,NK_RNA,NK,NK_RNA
2714_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2715_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2716_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2717_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2718_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2719_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2720_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2721_RNA,NK,NK_RNA,NK,NK_RNA
2722_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2723_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2724_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2725_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2726_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2727_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2728_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2729_RNA,Treg,Treg_RNA,CD4,CD4_RNA
2730_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2731_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2732_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2733_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2734_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2735_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2736_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2737_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2738_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2739_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2740_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2741_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2742_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2743_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2744_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2745_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2746_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2747_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2748_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2749_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2750_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2751_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2752_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2753_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2754_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2755_RNA,NK,NK_RNA,NK,NK_RNA
2756_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2757_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2758_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2759_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2760_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2761_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2762_RNA,NK,NK_RNA,NK,NK_RNA
2763_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2764_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2765_RNA,Plasma,Plasma_RNA,B Cells,B Cells_RNA
2766_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2767_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2768_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2769_RNA,Treg,Treg_RNA,CD4,CD4_RNA
2770_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2771_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2772_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2773_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2774_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2775_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
