Index,cell_type_00,cell_type_01,cell_type,cell_type_02
1480_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1481_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1482_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1483_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1484_ATAC,HSPC,HSPC_ATAC,HSPC,HSPC_ATAC
1485_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1486_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1487_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1488_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1489_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1490_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1491_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1492_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
1493_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1494_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1495_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1496_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1497_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1498_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1499_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1500_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1501_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
1502_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1503_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1504_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1505_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1506_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1507_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1508_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1509_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1510_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1511_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1512_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1513_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1514_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1515_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1516_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1517_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1518_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
1519_ATAC,NK,NK_ATAC,NK,NK_ATAC
1520_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1521_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1522_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1523_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1524_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1525_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1526_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1527_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1528_ATAC,NK,NK_ATAC,NK,NK_ATAC
1529_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1530_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1531_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1532_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1533_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1534_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1535_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1536_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1537_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1538_ATAC,NK,NK_ATAC,NK,NK_ATAC
1539_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1540_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1541_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1542_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1543_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1544_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1545_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1546_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1547_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
1548_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1549_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1550_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1551_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
1552_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1553_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1554_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1555_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1556_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1557_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1558_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1559_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
1560_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1561_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1562_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1563_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1564_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1565_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1566_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1567_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1568_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1569_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1570_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1571_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1572_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1573_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1574_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1575_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1576_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1577_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1578_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1579_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1580_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1581_ATAC,NK,NK_ATAC,NK,NK_ATAC
1582_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1583_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1584_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1585_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1586_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1587_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1588_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
1589_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1590_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
1591_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1592_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1593_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1594_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1595_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1596_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1597_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1598_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1599_ATAC,NK,NK_ATAC,NK,NK_ATAC
1600_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1601_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1602_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1603_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
1604_ATAC,NK,NK_ATAC,NK,NK_ATAC
1605_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1606_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1607_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1608_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1609_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1610_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1611_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1612_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1613_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1614_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1615_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1616_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1617_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1618_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1619_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1620_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1621_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1622_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1623_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
1624_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1625_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1626_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1627_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1628_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1629_ATAC,NK,NK_ATAC,NK,NK_ATAC
1630_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1631_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1632_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1633_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1634_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1635_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
1636_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1637_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
1638_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1639_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1640_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1641_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1642_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1643_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1644_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1645_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1646_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1647_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1648_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1649_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1650_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1651_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1652_ATAC,NK,NK_ATAC,NK,NK_ATAC
1653_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1654_ATAC,NK,NK_ATAC,NK,NK_ATAC
1655_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1656_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
1657_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1658_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1659_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
1660_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1661_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1662_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1663_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1664_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1665_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1666_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1667_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1668_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1669_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1670_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1671_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1672_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1673_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1674_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1675_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1676_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1677_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1678_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1679_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1680_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1681_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1682_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1683_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1684_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1685_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
1686_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1687_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1688_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1689_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1690_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1691_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1692_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1693_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1694_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1695_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1696_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1697_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1698_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1699_ATAC,NK,NK_ATAC,NK,NK_ATAC
1700_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1701_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1702_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1703_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1704_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1705_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1706_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1707_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1708_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1709_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1710_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
1711_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1712_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1713_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1714_ATAC,NK,NK_ATAC,NK,NK_ATAC
1715_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1716_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1717_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
1718_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1719_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1720_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1721_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1722_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1723_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1724_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1725_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1726_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
1727_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1728_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1729_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1730_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1731_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1732_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1733_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1734_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1735_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1736_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1737_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1738_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1739_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1740_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1741_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
1742_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
1743_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1744_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1745_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1746_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
1747_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1748_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1749_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1750_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1751_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1752_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
1753_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1754_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
1755_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1756_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
1757_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1758_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1759_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1760_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1761_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1762_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1763_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1764_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1765_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1766_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1767_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1768_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1769_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1770_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1771_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
1772_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1773_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1774_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1775_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1776_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1777_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
1778_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1779_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1780_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1781_ATAC,Plasma,Plasma_ATAC,B Cells,B Cells_ATAC
1782_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1783_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1784_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1785_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1786_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1787_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
1788_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1789_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1790_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
1791_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1792_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
1793_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1794_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1795_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
1796_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
1797_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1798_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
1799_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
1800_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1801_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
1802_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1803_ATAC,NK,NK_ATAC,NK,NK_ATAC
1804_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
1805_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
1806_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
