Index,cell_type_00,cell_type_01,cell_type,cell_type_02
2296_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2297_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2298_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2299_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2301_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2302_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2303_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2304_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2305_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2308_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2309_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2310_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2313_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2314_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2315_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2316_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2317_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2318_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2319_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2320_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2321_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2322_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2324_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
2325_ATAC,NK,NK_ATAC,NK,NK_ATAC
2326_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
2327_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2328_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2329_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2330_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2331_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2334_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2335_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2336_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2337_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2338_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2339_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2340_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2342_ATAC,Plasma,Plasma_ATAC,B Cells,B Cells_ATAC
2344_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2347_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2348_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2349_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2350_ATAC,NK,NK_ATAC,NK,NK_ATAC
2351_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2355_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2357_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2359_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2360_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2361_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2362_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2364_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2365_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2366_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2368_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2369_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2370_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2371_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2372_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2373_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2374_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2375_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2378_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2381_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2382_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2383_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2385_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2386_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2387_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2390_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2391_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2393_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2394_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2395_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
2396_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2397_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
2399_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2401_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2403_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2405_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2406_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2408_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2409_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2410_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2411_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2412_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2414_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2415_ATAC,NK,NK_ATAC,NK,NK_ATAC
2416_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2418_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2419_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2421_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2422_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2424_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2425_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2427_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2428_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2430_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2431_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2432_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2433_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2437_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2438_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2439_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2440_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2441_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2442_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2443_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2444_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2445_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2447_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2449_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2450_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2452_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2454_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
2456_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2457_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2459_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2460_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2461_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2462_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2464_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2465_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2467_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2470_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2473_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2474_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2476_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2478_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2479_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2480_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2481_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2483_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2484_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2485_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2486_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2488_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2490_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2492_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2493_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2495_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2498_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2499_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2500_ATAC,NK,NK_ATAC,NK,NK_ATAC
2501_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2502_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2503_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2504_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2506_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2507_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2508_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2509_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2510_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2512_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2514_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2516_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2519_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2520_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2523_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2524_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2526_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2527_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2528_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2530_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2534_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2535_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2536_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2537_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2538_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2539_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2540_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2543_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2544_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2545_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2546_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2548_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2549_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2550_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2551_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2558_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2559_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2564_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2565_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2566_ATAC,Plasma,Plasma_ATAC,B Cells,B Cells_ATAC
2569_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2572_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2574_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2575_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2578_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2580_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2581_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2584_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2585_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2586_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2587_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2588_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2592_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2593_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2597_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2598_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2599_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2600_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2601_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2602_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2604_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2605_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2607_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2608_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2609_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2611_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2612_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2613_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2614_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2615_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2617_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2618_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2619_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2620_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2621_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2622_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2623_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2624_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2625_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2627_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2628_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2629_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2633_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2635_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2636_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2639_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2640_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2641_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2642_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2643_ATAC,NK,NK_ATAC,NK,NK_ATAC
2646_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2647_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2648_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2650_ATAC,NK,NK_ATAC,NK,NK_ATAC
2651_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2652_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2653_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2654_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2655_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2656_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2657_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2658_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2660_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2661_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2662_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2664_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2666_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2668_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2669_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2672_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2675_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2676_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2678_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
2679_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
2680_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2681_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2682_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2686_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2687_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2688_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2689_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2690_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2693_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2695_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2698_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2699_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2700_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2701_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2704_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2705_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
2707_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2708_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2709_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2712_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
2713_ATAC,NK,NK_ATAC,NK,NK_ATAC
2715_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2716_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2718_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2719_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2720_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2722_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2724_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2727_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2731_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
2732_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2735_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2736_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2737_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2739_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2740_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2741_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2743_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
2744_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2745_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2746_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
2747_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2750_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2751_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2753_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
2754_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2755_ATAC,NK,NK_ATAC,NK,NK_ATAC
2756_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2758_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2759_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2760_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
2761_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2762_ATAC,NK,NK_ATAC,NK,NK_ATAC
2763_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2764_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
2767_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
2768_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2770_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
2771_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2772_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2773_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2775_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2776_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2777_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
2778_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2779_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
2780_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
2781_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
2782_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
