Index,cell_type_00,cell_type_01,cell_type,cell_type_02
2848_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2849_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2850_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2851_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2852_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2853_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2854_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2855_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2857_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2858_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2860_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2861_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2862_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2863_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2865_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2867_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2869_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2870_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
2871_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2872_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2873_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2874_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2876_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2877_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2878_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2879_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2880_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2882_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2883_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2887_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2889_RNA,NK,NK_RNA,NK,NK_RNA
2891_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2892_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2893_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2894_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2896_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
2898_RNA,NK,NK_RNA,NK,NK_RNA
2899_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2901_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2902_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2903_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2904_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2906_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2908_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2909_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2910_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2911_RNA,NK,NK_RNA,NK,NK_RNA
2913_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2914_RNA,NK,NK_RNA,NK,NK_RNA
2915_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2916_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2917_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2918_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2920_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2921_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2922_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2923_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2924_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2926_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2927_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2928_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2929_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
2930_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2931_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2932_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2934_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2936_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
2937_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2938_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2939_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2940_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2942_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2944_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2945_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2948_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2951_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2952_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2955_RNA,Treg,Treg_RNA,CD4,CD4_RNA
2957_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
2958_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2959_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2960_RNA,NK,NK_RNA,NK,NK_RNA
2961_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2963_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2966_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2967_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2968_RNA,NK,NK_RNA,NK,NK_RNA
2969_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2970_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2971_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2973_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2974_RNA,gdT,gdT_RNA,CD8,CD8_RNA
2975_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2976_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2977_RNA,NK,NK_RNA,NK,NK_RNA
2978_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2979_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2980_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2981_RNA,Treg,Treg_RNA,CD4,CD4_RNA
2982_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
2983_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2985_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
2986_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
2987_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
2988_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2989_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
2990_RNA,NK,NK_RNA,NK,NK_RNA
2991_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2992_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
2993_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
2994_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
2996_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2997_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
2998_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3002_RNA,NK,NK_RNA,NK,NK_RNA
3003_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3004_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3006_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3007_RNA,NK,NK_RNA,NK,NK_RNA
3008_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3009_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3010_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3011_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3014_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3015_RNA,Treg,Treg_RNA,CD4,CD4_RNA
3016_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3017_RNA,NK,NK_RNA,NK,NK_RNA
3019_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3022_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3025_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3026_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3027_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3029_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3032_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3033_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3035_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3036_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3037_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3038_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3039_RNA,Treg,Treg_RNA,CD4,CD4_RNA
3040_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3041_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3042_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3043_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3044_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3045_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3046_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3050_RNA,gdT,gdT_RNA,CD8,CD8_RNA
3051_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3052_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
3053_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3054_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3057_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3058_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3059_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3060_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3061_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3064_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3065_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
3066_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3068_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3069_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3071_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3072_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3073_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3078_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3079_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3080_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
3081_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3084_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3085_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3087_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3088_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3090_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3091_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3093_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3094_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3096_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3097_RNA,NK,NK_RNA,NK,NK_RNA
3098_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3099_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3100_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3101_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3103_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
3105_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3106_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3108_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3110_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3112_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3114_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3116_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3117_RNA,Treg,Treg_RNA,CD4,CD4_RNA
3118_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
3119_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3123_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3124_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3125_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3127_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3128_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3129_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3130_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3132_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3133_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3135_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3136_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3137_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
3139_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3140_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3143_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3144_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3145_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3147_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3148_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3149_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3150_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3151_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3152_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3153_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3156_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3157_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3158_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3160_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3161_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3163_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3164_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3165_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3166_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3167_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3170_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3172_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
3173_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3174_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3175_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3176_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3177_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3178_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3181_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3183_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3184_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3185_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3186_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3187_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3188_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3190_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3191_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3192_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3193_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3194_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
3195_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3196_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3197_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3198_RNA,NK,NK_RNA,NK,NK_RNA
3199_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3200_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3201_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
3203_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3206_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3207_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3208_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3209_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3210_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3214_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3215_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3216_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3218_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3219_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3221_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3223_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3224_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
3225_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3226_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3228_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3229_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3230_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3231_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3233_RNA,gdT,gdT_RNA,CD8,CD8_RNA
3235_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3239_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3241_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3242_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3243_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3244_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3245_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3246_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3247_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
3248_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3250_RNA,NK,NK_RNA,NK,NK_RNA
3251_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3252_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3253_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3255_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
3256_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3258_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3260_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3263_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3266_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3267_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3268_RNA,NK,NK_RNA,NK,NK_RNA
3269_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3271_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3272_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3274_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3275_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3277_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3278_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3280_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3281_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3282_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3283_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3284_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3285_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3286_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3287_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3288_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3289_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3290_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3291_RNA,NK,NK_RNA,NK,NK_RNA
3293_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3294_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3297_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
3298_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3300_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3301_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3302_RNA,NK,NK_RNA,NK,NK_RNA
3303_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3304_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3305_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3306_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3307_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3308_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3310_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3311_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3313_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3315_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
3316_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3317_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3318_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3319_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
3320_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3321_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
3322_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3323_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3324_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3325_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3326_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3327_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3330_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
3331_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
3332_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
3334_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
3336_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3337_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
3338_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
3339_RNA,gdT,gdT_RNA,CD8,CD8_RNA
